3,27,94,4,60
6,27,38,45,17
37,23,89,98,59
45,68,87,8,19
14,61,48,35,29
96,48,28,83,76
40,100,93,65,95
68,90,69,18,65
51,60,64,55,12
11,54,7,70,84
97,75,3,67,33
37,89,51,60,80
17,86,83,69,46
87,63,56,5,77
86,80,56,2,16
16,13,5,32,76
83,38,62,14,7
9,42,74,77,55
13,63,100,63,50
88,29,88,92,34
17,54,76,29,42
61,20,94,41,15
72,16,60,40,50
89,82,85,14,94
11,48,49,27,39
7,10,25,91,12
13,55,64,61,90
94,87,14,75,75
97,84,16,49,1
60,38,91,83,52
71,98,13,87,44
71,35,98,6,68
52,88,70,7,60
20,15,76,19,8
81,14,78,63,27
60,91,18,10,35
63,23,12,69,42
39,30,87,29,55
60,31,13,47,32
22,68,32,44,63
5,72,93,4,57
92,23,90,23,81
92,97,46,69,10
41,94,83,7,61
26,93,43,94,97
37,60,18,93,71
8,35,16,21,76
100,10,78,89,19
100,39,10,73,29
60,46,63,75,98
4,69,7,58,8
44,6,62,55,27
25,12,31,63,15
50,17,42,61,52
13,53,5,25,79
19,4,92,46,30
83,77,88,9,18
89,6,11,43,8
41,90,13,42,30
58,37,85,32,95
94,53,16,38,88
57,91,62,63,85
30,14,82,2,48
39,62,57,25,13
49,74,34,72,80
46,83,41,27,28
39,51,17,17,58
91,63,48,45,53
86,11,62,2,52
10,95,6,49,82
59,84,14,87,78
54,47,79,53,7
10,89,74,83,30
58,61,51,16,91
29,51,21,35,30
58,21,83,1,23
5,69,80,20,31
72,12,98,86,41
89,8,40,24,59
28,44,17,7,55
43,9,73,35,29
98,64,65,100,62
86,67,56,43,8
97,70,15,66,39
98,56,13,51,47
45,49,70,34,18
22,33,9,92,2
49,62,60,59,87
48,78,5,17,72
66,11,61,3,27
16,83,21,26,67
48,42,10,6,97
30,97,44,47,41
36,74,11,69,34
81,3,41,71,38
58,30,86,98,13
55,7,65,2,83
4,99,36,4,21
2,90,51,60,70
61,77,92,76,92
20,23,68,8,22
8,61,58,62,90
10,65,53,10,24
61,86,63,94,65
47,86,14,61,26
71,39,95,13,89
8,62,60,86,59
5,50,8,23,57
98,19,88,26,24
2,47,66,60,68
96,79,100,4,16
6,18,33,33,79
77,82,45,51,68
3,78,64,82,26
74,2,12,95,51
70,89,65,5,41
85,25,43,4,4
61,31,60,24,42
38,27,51,93,30
76,87,48,28,10
21,22,11,81,42
19,18,63,29,65
4,1,90,6,36
55,86,22,23,62
9,71,2,40,18
39,45,94,43,95
31,81,30,76,8
26,91,41,97,51
48,100,94,19,22
37,1,85,63,27
86,2,32,49,45
88,72,92,20,93
99,11,53,57,27
24,30,99,78,61
31,44,60,92,68
16,65,29,100,31
19,16,24,71,28
7,62,91,20,16
1,90,75,11,28
59,60,2,92,12
51,86,91,58,97
88,52,53,4,96
66,1,77,69,69
2,25,10,22,100
87,87,76,94,32
44,63,99,58,10
100,33,41,4,75
33,82,100,43,76
75,20,7,99,62
89,93,97,62,11
17,23,97,37,49
60,18,13,91,5
77,16,60,55,36
82,8,40,13,3
42,92,48,98,66
15,85,25,36,59
19,36,43,60,31
60,95,15,72,58
68,21,84,89,42
99,83,60,35,31
63,59,12,85,67
69,73,60,84,86
13,43,73,99,56
84,81,39,19,43
6,67,81,7,22
66,82,39,18,67
16,39,96,26,60
84,93,43,7,37
18,23,27,76,67
44,42,45,98,63
91,18,71,70,28
50,85,47,62,50
59,12,97,21,93
55,38,33,83,100
8,23,94,18,45
66,4,70,32,67
67,6,95,29,24
1,15,80,75,66
87,10,66,33,52
37,86,1,18,45
13,93,21,28,28
74,94,62,27,35
67,5,88,74,96
17,73,23,70,88
95,14,7,12,57
63,39,87,47,31
50,45,28,29,31
80,35,19,60,68
17,32,38,66,98
70,92,48,27,79
58,58,1,8,80
92,74,34,58,14
77,60,37,18,100
2,15,49,17,3
50,12,69,38,63
26,27,34,75,71
2,2,69,41,94
15,37,64,32,14
81,66,67,87,34
12,36,76,38,70
51,19,70,29,16
65,29,36,27,50
63,43,67,88,19
5,14,45,44,84
62,88,74,49,25
61,94,72,13,51
49,40,73,15,21
11,35,58,6,100
12,19,55,10,64
46,11,34,12,46
51,77,80,72,86
37,1,96,50,15
22,89,62,31,34
44,3,54,6,29
74,22,30,94,45
97,72,23,74,85
2,19,76,97,29
14,89,42,36,19
99,98,51,66,95
27,62,67,35,58
24,67,89,48,16
13,10,14,21,92
93,81,67,1,28
79,80,45,52,37
11,61,71,50,29
18,65,47,15,13
55,90,10,53,83
76,21,86,71,52
94,38,6,18,94
44,90,10,17,10
76,18,14,88,48
44,93,49,75,71
35,95,83,65,21
74,17,50,7,5
22,87,57,24,42
75,31,70,46,53
7,54,90,97,75
7,84,95,25,39
40,36,60,67,21
81,78,45,32,15
16,21,45,83,3
9,67,27,96,77
80,75,94,66,38
2,30,19,62,83
48,63,69,85,86
97,13,23,55,89
44,15,11,45,86
98,21,92,64,68
35,89,81,26,17
82,83,23,59,100
49,99,48,54,19
77,29,25,63,12
3,46,72,21,96
11,94,1,49,59
67,96,12,14,42
7,9,1,80,22
76,40,70,87,23
28,59,80,44,32
61,20,43,83,25
13,30,56,63,17
73,72,94,93,91
33,15,52,71,19
31,35,79,90,83
87,89,54,89,98
23,65,11,100,54
90,29,39,66,33
29,50,74,74,55
50,71,89,21,70
90,10,100,4,65
29,82,47,66,86
5,30,23,10,10
38,89,81,45,13
81,14,15,9,71
24,40,95,74,69
65,22,47,35,92
37,53,25,82,25
1,40,4,93,22
8,30,36,2,52
28,52,53,41,74
95,79,48,85,14
23,99,7,85,7
23,57,74,60,83
98,22,9,38,28
11,21,66,22,78
19,81,48,95,37
92,92,54,39,18
41,63,40,40,64
13,53,73,24,47
88,84,40,43,99
57,10,28,93,87
16,68,56,86,80
25,41,45,37,8
29,72,8,22,3
23,36,32,19,48
35,61,80,48,62
65,95,5,37,30
55,19,37,1,7
26,92,4,91,63
87,27,36,43,96
3,18,79,76,68
3,16,50,29,16
41,98,76,9,50
26,88,23,60,34
15,20,57,68,40
79,2,65,22,24
92,51,77,36,99
87,38,58,26,22
1,28,20,43,63
63,40,72,79,37
12,21,94,51,38
79,13,42,40,67
89,11,76,54,1
40,56,38,88,53
81,17,63,30,69
24,1,98,94,54
97,65,59,44,58
61,70,78,55,68
1,31,46,8,58
24,44,47,35,67
2,13,70,51,81
57,19,72,6,26
36,90,71,28,43
62,20,7,12,28
26,79,98,72,74
67,91,49,24,77
40,3,56,24,93
34,54,74,72,65
51,54,78,20,30
12,82,45,76,3
31,94,51,33,23
18,22,55,29,40
96,61,75,87,89
36,65,43,83,94
44,59,46,40,93
56,55,1,58,89
50,20,100,32,61
60,74,28,86,59
10,12,9,58,41
13,66,80,43,50
9,66,98,43,46
95,41,87,27,12
44,74,28,63,40
14,87,57,60,12
80,69,67,99,13
86,99,74,78,21
13,62,40,95,56
54,16,77,66,69
74,14,82,81,46
21,99,71,12,57
95,70,34,18,61
50,100,63,23,14
70,29,30,84,87
85,89,42,11,48
83,71,71,13,44
78,65,74,27,90
17,90,31,5,8
5,9,84,95,37
17,2,96,96,75
81,7,51,18,74
41,68,68,75,68
18,69,43,34,34
92,91,81,18,44
41,47,52,46,11
13,23,66,45,34
97,88,69,98,85
72,53,62,15,20
71,37,65,42,22
42,79,7,66,40
51,66,36,95,21
2,45,41,49,3
35,87,47,28,3
100,90,7,4,81
14,14,36,54,36
36,27,1,26,11
41,75,62,14,44
94,82,80,79,12
46,99,48,78,80
91,82,36,83,91
90,72,6,99,53
18,91,10,6,13
74,87,12,23,42
24,70,13,100,97
99,90,48,92,22
86,24,43,100,100
84,37,83,66,46
76,75,87,3,90
46,51,17,54,66
58,83,56,100,20
29,24,83,50,88
52,51,75,82,97
3,18,92,74,62
63,97,97,79,71
66,73,84,66,44
28,76,46,18,45
6,17,7,42,38
44,88,79,75,64
18,99,47,51,11
15,86,92,12,19
44,9,86,14,97
70,29,11,90,83
30,4,44,82,24
65,7,91,17,91
94,50,9,8,83
85,71,42,18,73
48,95,64,71,7
31,94,26,4,98
16,73,51,92,96
37,65,48,50,87
11,22,32,22,62
19,20,69,100,82
23,5,93,88,32
20,20,78,37,16
38,6,6,6,23
77,11,79,39,46
74,57,48,13,29
88,76,65,80,81
83,9,78,13,97
2,5,2,49,10
83,9,54,54,23
46,16,90,100,53
34,10,57,12,3
62,50,13,61,55
73,71,37,92,26
7,33,34,46,39
60,98,56,41,19
76,90,12,25,21
88,92,14,15,4
61,50,89,40,15
65,69,38,13,9
69,77,71,47,31
42,82,12,22,12
10,21,66,8,33
42,16,59,1,94
32,84,17,45,41
93,23,1,3,41
74,53,40,59,58
79,81,1,70,4
26,22,13,59,69
53,18,39,96,99
86,60,25,23,36
13,3,88,55,56
6,12,43,4,23
40,19,82,94,76
62,32,80,9,65
21,16,72,34,11
85,61,88,95,63
38,48,17,6,56
47,41,36,89,22
59,17,21,46,68
14,31,92,82,83
9,16,65,41,5
97,38,26,69,37
32,2,25,59,22
36,1,19,5,6
91,18,13,21,82
69,35,72,64,63
71,18,8,23,57
89,81,63,3,10
25,47,46,41,49
11,64,6,66,25
57,76,53,80,30
88,21,33,93,7
49,82,71,71,46
15,48,10,28,53
1,8,8,79,2
8,25,33,24,54
90,47,13,83,18
68,97,91,88,91
53,99,2,96,33
10,18,93,10,76
64,3,35,33,96
88,71,42,79,17
38,16,60,16,1
20,31,6,46,28
76,72,60,25,57
41,10,90,53,35
74,94,17,75,44
93,77,23,76,42
51,30,53,4,65
83,47,24,33,78
79,46,49,23,92
16,47,80,3,95
54,46,54,66,71
21,46,72,36,36
79,41,65,97,87
77,7,80,38,25
4,91,35,60,60
65,8,13,14,72
10,64,45,94,49
26,42,16,88,43
69,83,26,60,36
31,11,8,55,91
76,98,46,86,82
1,38,75,72,58
83,59,84,84,50
3,85,56,25,19
42,78,51,1,96
15,93,87,27,93
88,58,24,87,6
43,58,62,53,93
33,73,77,37,35
60,57,85,83,73
95,58,1,28,53
14,40,88,23,92
57,52,13,49,47
63,87,5,99,34
72,89,73,54,54
90,91,11,30,16
78,8,100,87,7
24,90,1,78,13
18,88,11,77,99
55,59,4,32,65
61,17,74,6,30
87,64,98,73,79
74,35,85,66,62
44,70,17,13,2
37,98,33,52,41
98,19,85,57,28
15,36,83,57,58
37,21,9,54,27
22,64,38,16,66
92,83,52,3,40
97,52,35,33,37
7,18,83,72,45
69,53,70,56,22
67,74,82,65,85
22,24,95,43,17
51,47,50,14,41
95,32,56,88,1
62,75,50,82,72
24,2,45,44,33
80,88,37,46,72
33,63,79,50,89
71,95,83,88,99
15,27,5,79,69
96,20,56,80,84
47,55,87,12,71
6,24,100,82,37
53,33,11,86,96
26,90,71,41,2
23,95,38,4,71
94,1,46,52,33
18,37,18,13,42
4,65,39,28,36
14,98,84,32,16
60,5,42,29,40
73,95,5,92,97
78,25,77,31,53
30,69,78,55,98
37,2,59,48,62
73,91,87,60,80
20,1,55,10,87
29,73,13,14,61
7,49,67,98,66
87,42,60,53,2
28,28,67,69,58
87,69,3,46,68
10,28,51,80,75
51,70,49,73,14
70,2,8,97,92
43,1,86,60,38
68,88,20,6,84
90,31,96,69,81
79,74,43,70,66
6,19,73,74,34
33,13,57,24,66
69,73,38,2,71
16,89,52,57,96
79,14,73,85,67
8,29,47,71,28
94,70,83,81,99
22,85,49,84,85
39,50,5,20,63
92,4,80,11,62
80,85,91,25,60
42,77,78,46,14
15,40,53,46,2
42,43,90,35,50
48,59,19,87,26
63,1,29,26,88
13,51,55,23,51
51,49,89,28,42
39,21,95,34,25
24,30,2,65,74
48,23,32,73,19
37,39,31,97,60
7,18,64,21,21
54,35,26,41,66
32,28,39,57,10
75,80,87,55,7
87,79,73,29,59
38,10,94,100,68
64,34,68,45,47
22,45,87,53,20
76,83,84,65,58
5,43,10,99,83
51,40,95,60,41
78,70,96,32,59
80,32,12,32,54
75,18,9,74,1
77,18,96,73,87
66,97,47,35,9
95,11,81,91,85
9,2,53,24,31
83,88,43,74,67
47,95,55,33,18
53,45,63,8,27
92,97,4,89,41
48,45,78,31,14
58,94,76,35,35
34,40,76,46,28
47,84,12,64,71
49,70,5,78,11
65,86,55,3,73
64,80,71,61,13
40,69,94,16,30
67,91,80,70,25
41,30,48,48,74
2,24,57,78,30
32,82,14,57,91
94,41,99,14,66
62,71,36,61,2
30,3,54,51,89
39,45,27,64,26
64,74,96,68,68
45,22,56,41,35
85,44,88,88,60
12,81,95,95,36
78,3,34,8,38
53,54,24,25,100
34,8,84,94,13
95,20,66,67,42
89,50,43,41,37
30,85,12,61,39
93,73,94,80,44
58,16,80,55,4
70,31,38,2,97
48,42,53,2,56
99,36,97,3,2
59,63,14,26,38
18,31,41,7,90
58,86,53,31,11
72,88,15,66,1
33,8,15,73,64
2,90,43,40,60
43,12,73,69,79
47,80,55,70,69
31,55,23,60,15
27,47,80,71,45
2,15,74,41,26
93,41,5,86,81
27,94,58,1,70
31,100,62,42,88
69,53,99,52,69
78,32,41,85,17
60,3,80,38,2
47,29,40,31,28
7,61,77,95,88
42,51,34,51,9
91,78,92,68,15
55,30,81,29,67
18,68,100,98,45
66,31,10,37,19
12,39,22,41,83
26,96,15,1,52
31,90,6,65,73
13,61,9,15,1
37,31,69,14,68
72,91,9,89,8
86,23,82,3,33
11,72,52,22,78
69,74,28,35,55
67,86,25,37,45
82,92,14,83,48
98,100,96,27,93
1,7,56,71,93
64,37,29,80,54
65,78,81,72,62
76,91,67,91,79
38,22,56,1,94
48,65,84,45,94
53,82,65,46,29
20,62,76,97,23
48,31,70,4,75
19,32,94,3,19
42,10,42,59,28
67,68,68,57,55
23,89,54,95,73
38,92,18,39,93
1,7,40,45,50
71,74,1,11,9
3,68,47,44,1
58,1,43,12,84
8,93,26,51,17
94,47,84,100,92
55,5,23,46,38
18,74,52,5,97
80,62,73,48,42
78,24,41,94,95
6,57,42,24,51
77,18,7,25,74
80,90,33,32,70
26,63,43,72,37
83,88,99,31,18
79,56,34,32,58
28,11,91,24,23
72,13,42,14,63
71,59,28,3,7
6,77,54,82,38
91,18,100,51,21
59,98,36,17,42
98,79,92,85,76
52,95,79,48,79
36,83,17,50,52
82,58,100,45,30
17,23,76,70,55
61,66,75,27,87
75,16,57,75,99
27,3,48,65,58
61,69,43,83,42
86,96,50,65,91
25,47,79,58,29
58,51,64,30,37
54,91,29,68,33
71,44,16,20,23
90,29,42,1,4
13,28,40,71,32
18,49,69,58,87
56,75,59,90,12
22,43,94,77,35
47,78,32,16,28
96,92,40,82,14
52,83,29,66,72
43,21,83,5,42
67,35,14,91,89
47,46,33,45,74
61,26,15,85,15
5,80,16,8,65
11,46,80,16,40
9,25,41,31,40
48,17,51,87,50
92,64,74,60,14
53,2,50,59,1
92,10,46,34,29
5,46,55,67,67
96,43,21,79,28
71,82,72,14,34
49,22,90,95,77
23,36,27,66,57
11,46,79,66,49
56,45,49,10,59
4,50,16,39,11
53,31,48,54,99
93,31,59,91,27
44,99,5,67,85
43,64,15,42,63
5,96,19,63,36
14,85,13,71,17
57,4,86,24,53
60,41,10,72,84
98,12,4,5,72
68,27,73,50,33
80,43,83,44,26
77,73,8,26,73
4,96,33,62,40
22,89,35,28,92
51,29,34,11,8
40,64,44,94,26
98,25,10,47,74
24,94,28,8,23
38,99,44,15,97
50,99,89,51,15
53,54,22,9,39
67,5,41,94,39
2,46,44,65,34
50,60,20,18,63
27,63,42,42,50
57,57,7,86,11
79,98,16,9,18
80,64,84,4,88
16,26,35,37,71
91,56,32,25,76
70,65,94,86,4
78,59,94,73,73
78,78,45,95,53
95,73,10,53,81
73,66,36,92,53
98,44,37,37,85
59,12,100,27,56
98,33,79,61,15
42,31,58,58,47
72,57,62,95,20
93,70,91,43,67
26,4,79,73,54
23,94,18,19,8
51,95,34,1,65
5,87,48,55,7
18,54,19,39,73
13,37,48,7,37
66,63,54,42,77
74,33,78,15,74
62,8,2,71,33
58,26,13,54,36
6,34,100,44,52
58,16,59,11,73
83,13,43,70,66
90,11,81,93,100
66,7,58,81,99
88,76,8,75,66
27,50,55,43,61
35,60,53,67,27
49,56,34,53,39
17,94,91,38,68
54,66,28,48,31
46,50,53,34,80
94,10,83,13,50
81,35,28,64,84
88,49,17,49,10
72,6,51,59,78
51,46,79,42,19
49,59,14,62,63
15,9,83,5,43
41,69,13,17,39
54,24,95,42,82
79,13,54,69,37
14,2,100,81,70
24,74,19,55,78
47,90,35,72,2
75,97,19,50,100
16,93,82,91,53
82,1,20,92,21
31,57,7,89,68
65,29,35,66,92
43,1,15,19,18
14,80,12,48,10
89,78,10,24,96
63,10,20,68,8
47,4,100,80,32
39,35,12,21,48
72,78,33,21,45
85,62,100,93,48
69,40,35,58,20
50,60,41,35,17
63,22,55,64,56
76,93,88,62,58
61,17,93,16,56
68,89,48,95,19
91,10,80,81,49
87,100,4,17,44
75,47,44,55,34
97,9,62,23,49
67,85,62,89,47
36,66,45,12,64
38,9,77,78,23
53,56,44,86,81
56,60,96,57,94
37,8,49,45,7
60,81,58,95,53
59,100,12,93,17
45,25,79,1,40
68,91,60,86,43
68,63,59,98,75
67,2,4,75,92
71,99,94,94,27
88,42,47,62,1
57,11,92,88,30
47,71,50,71,20
31,82,87,90,62
74,10,23,78,43
17,23,9,55,100
32,36,77,74,83
12,3,60,1,68
21,57,72,27,80
6,47,62,69,77
32,77,84,71,4
30,2,70,88,16
28,70,22,90,18
37,11,83,89,37
14,48,21,25,8
21,76,99,18,20
71,50,29,31,10
54,16,77,76,39
66,86,4,9,76
20,16,53,28,66
26,27,24,72,84
